id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration,pickup_street,pickup_suburb,pickup_city,dropoff_street,dropoff_suburb,dropoff_city,distance_miles,trip_price
id2244526,1,2016-06-09 10:46:55,2016-06-09 11:20:21,1,-73.99137115478516,40.75033950805664,-73.9476318359375,40.77611541748047,N,2006,Penn Plaza,Manhattan,New York,East 86th Street,Manhattan,New York,2.89,31.4
id3355218,2,2016-06-27 16:17:30,2016-06-27 16:42:15,2,-73.96591186523438,40.77384185791016,-73.9912567138672,40.7498893737793,N,1485,5th Avenue,Manhattan,New York,Pennsylvania Plaza,Manhattan,New York,2.12,25.2
id0178245,1,2016-01-01 00:13:21,2016-01-01 00:21:53,1,-73.89049530029298,40.746685028076165,-73.86829376220702,40.75234603881836,N,512,75th Street,Elmhurst,New York,37th Avenue,Queens,New York,1.22,14.8
id0534011,2,2016-03-15 09:25:01,2016-03-15 09:31:41,1,-73.97514343261719,40.75854110717773,-73.96926116943358,40.75141143798828,N,400,Madison Avenue,Manhattan,New York,East 45th Street,Manhattan,New York,0.58,12.3
id2457912,2,2016-01-28 14:15:41,2016-01-28 14:20:01,1,-74.00857543945312,40.71998596191406,-74.01377105712889,40.71671295166016,N,260,Hudson Street,Tribeca,New York,Warren Street,Manhattan,New York,0.35,10.5
id0708761,2,2016-01-26 23:07:58,2016-01-26 23:31:01,1,-73.98519897460938,40.74767303466797,-73.98590850830078,40.75656509399414,N,1383,5th Avenue,Manhattan,New York,Broadway,Manhattan,New York,0.61,20.6
id3015440,1,2016-04-23 19:31:22,2016-04-23 19:31:33,1,-73.99302673339844,40.72332000732422,-73.99302673339844,40.72331619262695,N,11,Bowery,Manhattan,New York,Bowery,Manhattan,New York,0.0,2.6
id1340572,2,2016-03-08 09:18:10,2016-03-08 09:23:24,5,-73.976806640625,40.77505874633789,-73.97990417480467,40.76535034179688,N,314,Central Park West,Upper West Side,New York,West 57th Street,Manhattan,New York,0.69,11.8
id1544913,2,2016-05-26 11:11:33,2016-05-26 11:51:09,1,-73.9631118774414,40.77505874633789,-73.98668670654298,40.7425193786621,N,2376,East 77th Street,Manhattan,New York,Madison Avenue,Manhattan,New York,2.56,33.7
id0758126,2,2016-04-09 21:27:51,2016-04-09 21:38:06,6,-73.98527526855469,40.75800323486328,-73.98777770996092,40.741119384765625,N,615,Broadway,Manhattan,New York,Madison Avenue,Manhattan,New York,1.17,10.6
id3651089,1,2016-02-18 10:21:09,2016-02-18 10:30:01,1,-73.97378540039062,40.78424072265625,-73.95622253417967,40.77582931518555,N,532,Columbus Avenue,Manhattan,New York,3rd Avenue,Manhattan,New York,1.08,14.6
id2897791,2,2016-03-04 19:21:18,2016-03-04 19:25:31,4,-73.97972106933594,40.7617416381836,-73.97769927978516,40.75360107421875,N,253,6th Avenue,Manhattan,New York,Madison Avenue,Manhattan,New York,0.57,11.0
id3403053,2,2016-05-22 02:44:45,2016-05-22 02:46:40,1,-73.96196746826173,40.76433181762695,-73.96698760986328,40.75825881958008,N,115,2nd Avenue,Upper East Side,New York,East 55th Street,Manhattan,New York,0.49,4.7
id2429655,2,2016-02-10 21:46:59,2016-02-10 22:10:13,6,-74.01187133789062,40.7050895690918,-73.91947174072266,40.74871063232422,N,1394,Beaver Street,Manhattan,New York,44th Street,Queens,New York,5.69,33.3
id2885693,1,2016-06-08 21:11:45,2016-06-08 22:03:34,1,-73.96601104736328,40.79002380371094,-74.002197265625,40.7420654296875,N,3109,Central Park West,Upper West Side,New York,West 17th Street,Manhattan,New York,3.81,42.9
id3200512,2,2016-02-24 12:01:57,2016-02-24 12:41:06,1,-73.98690032958984,40.76138305664063,-74.0119857788086,40.71374130249024,N,2349,8th Avenue,Manhattan,New York,Barclay Street,Manhattan,New York,3.54,35.9
id1696688,1,2016-06-09 17:38:35,2016-06-09 17:42:40,2,-73.97322082519531,40.790054321289055,-73.96736145019531,40.801212310791016,N,245,Amsterdam Avenue,Manhattan,New York,West 106th Street,Manhattan,New York,0.83,11.6
id3180148,1,2016-03-08 10:46:30,2016-03-08 11:13:12,1,-73.99784088134764,40.751346588134766,-74.00874328613281,40.70983123779297,N,1602,9th Avenue,Manhattan,New York,John Street,Manhattan,New York,2.92,28.1
id0476994,2,2016-02-16 01:36:37,2016-02-16 01:39:31,1,-73.94831848144531,40.78630065917969,-73.94898986816406,40.79404067993164,N,174,3rd Avenue,Manhattan,New York,Madison Avenue,Manhattan,New York,0.53,10.3
id1007853,2,2016-04-28 01:45:31,2016-04-28 01:50:57,6,-74.00425720214845,40.71334838867188,-73.99604797363281,40.68207931518555,N,326,Chambers Street,Manhattan,New York,Court Street,Brooklyn,New York,2.2,15.7
id1767448,2,2016-01-19 10:38:35,2016-01-19 10:48:09,1,-73.9735336303711,40.751800537109375,-73.95871734619139,40.76382827758789,N,574,3rd Avenue,Manhattan,New York,1st Avenue,Manhattan,New York,1.13,15.1
id1709457,2,2016-03-04 14:02:57,2016-03-04 14:09:29,1,-73.9820785522461,40.771533966064446,-73.98291015625,40.78170776367188,N,392,Lincoln Plaza,Upper West Side,New York,West 75th Street,Upper West Side,New York,0.7,12.5
id2637594,1,2016-04-29 19:40:33,2016-04-29 20:23:45,2,-73.99864959716798,40.719764709472656,-73.78204345703125,40.644317626953125,N,2592,Grand Street,SoHo,New York,JFK Access Road,Queens,New York,12.46,60.3
id0685546,1,2016-04-07 22:53:59,2016-04-07 23:00:40,1,-73.96870422363281,40.759159088134766,-73.97407531738281,40.76382827758789,N,401,East 55th Street,Manhattan,New York,West 58th Street,Manhattan,New York,0.43,11.9
id3975300,2,2016-05-21 17:55:03,2016-05-21 18:07:55,5,-74.00450897216798,40.724491119384766,-74.00442504882812,40.74184799194336,N,772,6th Avenue,Manhattan,New York,9th Avenue,Manhattan,New York,1.2,11.9
id2433560,2,2016-06-03 19:45:20,2016-06-03 19:49:47,1,-73.94990539550781,40.771705627441406,-73.9598388671875,40.77685928344727,N,267,York Avenue,Manhattan,New York,Park Avenue,Manhattan,New York,0.63,11.3
id3569006,1,2016-04-15 15:39:25,2016-04-15 15:53:58,3,-73.98503875732422,40.7593002319336,-73.99344635009764,40.74698257446289,N,873,West 47th Street,Midtown West,New York,7th Avenue,Manhattan,New York,0.96,17.2
id2435431,1,2016-06-11 11:30:58,2016-06-11 11:41:46,2,-73.98028564453125,40.76539993286133,-73.98387145996092,40.75144958496094,N,648,West 57th Street,Manhattan,New York,West 38th Street,Manhattan,New York,0.98,10.4
id3665850,2,2016-05-06 23:50:52,2016-05-06 23:58:32,2,-73.96102142333984,40.79682159423828,-73.98429870605469,40.77011489868164,N,460,North Woods,Manhattan,New York,Columbus Avenue,Manhattan,New York,2.21,16.9
id1599388,1,2016-04-10 11:54:18,2016-04-10 12:01:01,1,-73.96026611328125,40.76640319824219,-73.97276306152342,40.76145553588867,N,403,2nd Avenue,Manhattan,New York,Madison Avenue,Manhattan,New York,0.74,7.7
id1750528,2,2016-01-26 20:36:22,2016-01-26 20:46:49,6,-73.98020935058595,40.76432037353516,-73.99279022216798,40.77021408081056,N,627,7th Avenue,Manhattan,New York,West 57th Street,Manhattan,New York,0.77,14.6
id2255689,2,2016-05-24 19:24:01,2016-05-24 19:36:31,1,-73.95286560058595,40.766204833984375,-73.97296142578125,40.75453567504882,N,750,East 72nd Street,Manhattan,New York,East 47th Street,Midtown East,New York,1.32,17.1
id3218177,1,2016-01-18 17:46:51,2016-01-18 17:52:20,1,-73.98301696777342,40.78019714355469,-73.97391510009764,40.79189682006836,N,329,West 73rd Street,Manhattan,New York,Broadway,Upper West Side,New York,0.94,12.6
id0051353,1,2016-03-08 12:25:03,2016-03-08 12:43:50,1,-73.96982574462889,40.763126373291016,-73.9856185913086,40.73165512084961,N,1127,Park Avenue,Manhattan,New York,2nd Avenue,East Village,New York,2.32,22.7
id0915903,2,2016-06-24 17:07:29,2016-06-24 18:18:15,3,-73.79257965087889,40.658939361572266,-74.01009368896483,40.711929321289055,N,4246,JFK Expressway,Queens County,New York,Park Row,Manhattan,New York,11.94,72.7
id1474782,1,2016-01-21 19:43:44,2016-01-21 19:45:13,1,-73.98359680175781,40.73905944824219,-73.98551940917967,40.73565673828125,N,89,East 23rd Street,Kips Bay,New York,3rd Avenue,Gramercy,New York,0.26,8.9
id1443608,2,2016-02-13 19:51:46,2016-02-13 19:58:50,1,-73.97815704345702,40.74839019775391,-73.96991729736328,40.75688934326172,N,424,Lexington Avenue,Manhattan,New York,3rd Avenue,Manhattan,New York,0.73,7.9
id0046398,1,2016-01-05 08:43:47,2016-01-05 08:49:21,1,-73.95968627929686,40.77376556396485,-73.96340942382812,40.763633728027344,N,334,East 78th Street,Manhattan,New York,East 63rd Street,Manhattan,New York,0.73,12.1
id2365703,1,2016-04-27 00:20:09,2016-04-27 00:24:27,1,-73.96243286132812,40.766956329345696,-73.94700622558595,40.78828048706056,N,258,3rd Avenue,Manhattan,New York,3rd Avenue,Manhattan,New York,1.68,13.8
id3336086,2,2016-05-24 22:30:35,2016-05-24 22:48:58,1,-73.96438598632812,40.75656127929688,-73.94837188720702,40.82902145385742,N,1103,1st Avenue,Manhattan,New York,Broadway,Hamilton Heights,New York,5.06,29.3
id2619937,1,2016-05-24 18:11:23,2016-05-24 18:15:27,1,-74.00629425048828,40.748489379882805,-73.99358367919923,40.74314498901367,N,244,West 23rd Street,Manhattan,New York,West 23rd Street,Manhattan,New York,0.76,11.4
id0811681,1,2016-05-04 12:20:15,2016-05-04 12:42:06,1,-73.96414184570312,40.77426910400391,-73.98433685302734,40.76161956787109,N,1311,East 76th Street,Manhattan,New York,West 50th Street,Manhattan,New York,1.37,21.9
id0467233,2,2016-02-23 17:52:41,2016-02-23 18:01:45,1,-73.98539733886719,40.74168014526367,-73.9845199584961,40.72652816772461,N,544,Park Avenue South,Manhattan,New York,East 7th Street,Manhattan,New York,1.05,14.7
id1910355,1,2016-03-18 09:22:20,2016-03-18 09:33:08,1,-73.97675323486328,40.75892639160156,-73.97163391113281,40.76313400268555,N,648,5th Avenue,Manhattan,New York,Madison Avenue,Midtown East,New York,0.39,13.9
id1301295,1,2016-02-19 11:08:22,2016-02-19 11:36:11,1,-74.00994873046875,40.7210807800293,-73.87271118164062,40.77433395385742,N,1669,Greenwich Street,Manhattan,New York,Flushing Bay Promenade,Queens,New York,8.05,41.5
id1102962,2,2016-03-15 23:57:58,2016-03-16 00:05:16,1,-74.00164031982422,40.751556396484375,-74.00275421142578,40.73981475830078,N,438,West 29th Street,Manhattan,New York,West 14th Street,West Village,New York,0.81,15.2
id0603655,2,2016-04-15 19:04:24,2016-04-15 19:17:49,1,-73.987060546875,40.75786590576172,-73.9954833984375,40.735942840576165,N,805,Broadway,Manhattan,New York,West 13th Street,Manhattan,New York,1.57,18.1
id0428626,2,2016-06-25 12:21:50,2016-06-25 12:39:31,4,-73.99344635009764,40.74704360961913,-74.01703643798828,40.70479202270508,N,1061,7th Avenue,Manhattan,New York,Hudson River Greenway,Manhattan,New York,3.16,19.2
id0957373,2,2016-03-07 06:48:37,2016-03-07 07:19:05,1,-73.79025268554686,40.6472282409668,-73.86181640625,40.76850128173828,N,1828,Terminal 8 Arrivals,Queens,New York,Terminal D Post-Security,Queens,New York,9.16,45.6
id2134788,2,2016-06-02 21:35:26,2016-06-02 21:52:47,2,-73.977783203125,40.725601196289055,-73.98668670654298,40.70275115966797,N,1041,Avenue C,East Village,New York,Brooklyn-Queens Expressway,Brooklyn,New York,1.64,20.3
id2537758,1,2016-06-08 11:11:31,2016-06-08 11:17:08,1,-74.00798034667967,40.73234939575195,-73.99888610839844,40.73323440551758,N,337,Greenwich Street,Manhattan,New York,West 8th Street,Manhattan,New York,0.48,11.5
id1480516,2,2016-03-18 00:19:51,2016-03-18 00:46:12,1,-73.77671813964845,40.645301818847656,-73.94380950927734,40.664188385009766,N,1581,JFK Access Road,Queens,New York,Empire Boulevard,Brooklyn,New York,8.84,42.8
id1142365,2,2016-04-02 02:24:21,2016-04-02 02:34:09,1,-73.98890686035155,40.72174072265625,-73.9827880859375,40.74195861816406,N,588,Allen Street,Manhattan,New York,East 27th Street,Kips Bay,New York,1.43,11.0
id1901362,2,2016-03-21 09:19:17,2016-03-21 09:33:40,1,-73.95343780517578,40.77944564819336,-73.95404815673827,40.764019012451165,N,863,3rd Avenue,Upper East Side,New York,East 68th Street,Manhattan,New York,1.06,17.3
id3233410,1,2016-02-04 17:43:59,2016-02-04 17:54:20,1,-73.98282623291014,40.767539978027344,-73.98135375976561,40.75246047973633,N,621,West 58th Street,Midtown West,New York,5th Avenue,Manhattan,New York,1.04,15.3
id2173336,1,2016-01-13 17:00:46,2016-01-13 17:11:41,1,-73.99583435058595,40.720901489257805,-74.0120620727539,40.7043571472168,N,655,Kenmare Street,Manhattan,New York,Broad Street,Manhattan,New York,1.42,16.5
id0939248,1,2016-04-23 13:05:09,2016-04-23 13:42:01,2,-73.94777679443358,40.78403472900391,-73.986572265625,40.760601043701165,N,2212,2nd Avenue,Manhattan,New York,West 48th Street,Manhattan,New York,2.59,27.4
id2026392,1,2016-02-10 11:57:03,2016-02-10 12:21:22,1,-73.99972534179686,40.76113510131836,-73.99324035644531,40.72968673706056,N,1459,West 42nd Street,Manhattan,New York,Broadway,Manhattan,New York,2.19,25.1
id3534940,2,2016-06-02 18:48:07,2016-06-02 18:51:17,1,-73.94939422607422,40.772830963134766,-73.95523071289062,40.76667785644531,N,190,York Avenue,Manhattan,New York,East 71st Street,Manhattan,New York,0.52,10.4
id3762816,1,2016-01-01 00:21:19,2016-01-01 00:27:49,1,-73.97582244873048,40.77628326416016,-73.97968292236328,40.78640365600586,N,390,Central Park West 72nd Approach,Manhattan,New York,West End Avenue,Manhattan,New York,0.73,12.6
id1781765,2,2016-03-15 18:02:08,2016-03-15 18:26:05,2,-73.96343231201173,40.76606369018555,-74.00768280029298,40.711727142333984,N,1437,3rd Avenue,Manhattan,New York,Park Row,Manhattan,New York,4.4,30.5
id3855413,2,2016-06-17 18:49:02,2016-06-17 19:05:56,2,-73.98744201660156,40.74183654785156,-73.99009704589844,40.75750350952149,N,1014,Madison Avenue,Flatiron District,New York,West 42nd Street,Midtown West,New York,1.09,18.7
id1030394,2,2016-04-04 09:21:01,2016-04-04 09:41:05,1,-73.97502136230467,40.74161148071289,-73.9852294921875,40.74794006347656,N,1204,1st Avenue,Manhattan,New York,5th Avenue,Manhattan,New York,0.69,19.3
id3448819,1,2016-06-18 01:17:21,2016-06-18 01:22:03,1,-73.9654541015625,40.76358413696289,-73.95086669921875,40.77783966064453,N,282,East 62nd Street,Manhattan,New York,East 87th Street,Manhattan,New York,1.24,7.9
id1954449,2,2016-03-24 01:03:32,2016-03-24 01:10:31,1,-73.98809051513672,40.7596092224121,-73.97749328613281,40.784271240234375,N,419,8th Avenue,Manhattan,New York,Amsterdam Avenue,Manhattan,New York,1.79,15.5
id0044475,1,2016-03-05 10:11:29,2016-03-05 10:36:48,1,-73.99861145019531,40.72306442260742,-73.95343780517578,40.7796630859375,N,1519,Broadway,SoHo,New York,3rd Avenue,Manhattan,New York,4.56,26.6
id0757577,1,2016-02-28 14:21:41,2016-02-28 14:25:10,1,-73.95697784423827,40.781063079833984,-73.96291351318358,40.77497482299805,N,209,East 87th Street,Manhattan,New York,East 77th Street,Upper East Side,New York,0.52,5.5
id3482654,1,2016-05-25 05:37:32,2016-05-25 05:49:47,1,-73.97459411621094,40.79085159301758,-73.99484252929686,40.75017929077149,N,735,Broadway,Upper West Side,New York,8th Avenue,Chelsea,New York,3.0,21.1
id1776213,1,2016-06-19 10:12:48,2016-06-19 10:17:41,1,-73.98665618896483,40.73427963256836,-73.97533416748048,40.7522087097168,N,293,3rd Avenue,Manhattan,New York,Lexington Avenue,Manhattan,New York,1.37,8.4
id0053691,2,2016-01-07 14:05:33,2016-01-07 14:15:31,2,-73.98219299316406,40.76839065551758,-73.976806640625,40.787891387939446,N,598,Broadway,Manhattan,New York,Broadway,Upper West Side,New York,1.37,15.9
id3170022,2,2016-05-12 10:54:32,2016-05-12 11:18:21,1,-73.97427368164062,40.75511169433594,-74.00274658203125,40.76055145263672,N,1429,Park Avenue,Manhattan,New York,Hudson River Greenway,Manhattan,New York,1.53,23.2
id1148701,1,2016-04-19 11:59:38,2016-04-19 12:03:58,1,-73.98000335693358,40.73927688598633,-73.98611450195312,40.730499267578125,N,260,2nd Avenue,Kips Bay,New York,2nd Avenue,Manhattan,New York,0.68,11.4
id2379636,2,2016-01-17 05:59:48,2016-01-17 06:16:51,2,-73.95675659179686,40.771099090576165,-73.9033203125,40.77754592895508,N,1023,2nd Avenue,Upper East Side,New York,37th Street,Astoria,New York,2.82,18.1
id3568003,1,2016-04-13 08:47:44,2016-04-13 08:57:41,1,-73.99622344970702,40.73814392089844,-74.00700378417967,40.72659683227539,N,597,West 16th Street,Manhattan,New York,Vandam Street,Manhattan,New York,0.98,14.9
id0088733,1,2016-06-22 07:34:58,2016-06-22 07:43:08,1,-73.98984527587889,40.75581741333008,-73.97937774658203,40.75508880615234,N,490,8th Avenue,Manhattan,New York,5th Avenue,Manhattan,New York,0.55,13.0
id2828196,1,2016-02-19 20:03:37,2016-02-19 20:22:41,1,-73.98165130615233,40.76143264770508,-73.99680328369139,40.73558044433594,N,1144,7th Avenue,Manhattan,New York,West 12th Street,Manhattan,New York,1.95,21.9
id2656208,2,2016-03-20 08:22:09,2016-03-20 08:25:18,1,-73.96499633789062,40.76649856567384,-73.97908782958984,40.74737548828125,N,189,Lexington Avenue,Manhattan,New York,Lexington Avenue,Manhattan,New York,1.51,7.9
id0329206,2,2016-05-01 14:28:19,2016-05-01 14:59:49,1,-74.00335693359375,40.7240104675293,-73.87415313720702,40.773250579833984,N,1890,Thompson Street,Manhattan,New York,Flushing Bay Promenade,Queens,New York,7.55,37.1
id0214910,2,2016-04-03 11:54:04,2016-04-03 12:00:41,1,-73.98738098144531,40.73318099975586,-73.98602294921875,40.74501037597656,N,397,East 14th Street,Manhattan,New York,East 29th Street,Manhattan,New York,0.82,7.9
id1905168,2,2016-04-13 13:20:16,2016-04-13 13:41:06,1,-74.00869750976561,40.71158218383789,-73.99871826171875,40.75357818603516,N,1250,Broadway,Manhattan,New York,West 33rd Street,Chelsea,New York,2.94,25.3
id3585693,2,2016-01-02 06:47:03,2016-01-02 07:12:10,1,-73.78065490722656,40.64525985717773,-73.94698333740233,40.784378051757805,N,1507,JFK Access Road,Queens,New York,2nd Avenue,Manhattan,New York,12.94,47.4
id2037541,1,2016-02-06 23:37:22,2016-02-06 23:59:10,1,-73.98868560791014,40.763458251953125,-73.94377136230467,40.81537628173828,N,1308,9th Avenue,Manhattan,New York,Adam Clayton Powell Jr Boulevard,Central Harlem,New York,4.28,24.1
id2757505,1,2016-02-04 07:49:35,2016-02-04 07:59:52,1,-73.99562072753906,40.73267364501953,-74.0138168334961,40.71489715576172,N,617,East 9th Street,Manhattan,New York,Hudson River Greenway,Manhattan,New York,1.55,16.5
id2889763,2,2016-05-10 23:00:43,2016-05-10 23:36:31,1,-73.982177734375,40.765483856201165,-73.86334991455078,40.73714065551758,N,2148,Broadway,Manhattan,New York,57th Avenue,Queens,New York,6.51,41.7
id2444622,2,2016-02-05 07:15:30,2016-02-05 07:22:14,4,-73.9947509765625,40.7452507019043,-73.98298645019531,40.76049041748047,N,404,7th Avenue,Manhattan,New York,7th Avenue,Manhattan,New York,1.22,13.9
id2245164,1,2016-03-16 12:45:07,2016-03-16 12:59:39,1,-73.97241973876953,40.786319732666016,-73.98889923095702,40.77196502685546,N,872,Columbus Avenue,Manhattan,New York,West 60th Street,Manhattan,New York,1.31,18.0
id1289688,2,2016-03-06 15:20:04,2016-03-06 15:30:11,5,-73.97010040283203,40.75941848754882,-73.98985290527344,40.75669097900391,N,607,Lexington Avenue,Manhattan,New York,8th Avenue,Manhattan,New York,1.05,10.2
id0574247,2,2016-04-15 08:46:51,2016-04-15 08:54:10,2,-73.98326873779298,40.75080871582031,-73.97219085693358,40.759525299072266,N,439,5th Avenue,Manhattan,New York,Park Avenue,Manhattan,New York,0.83,13.2
id0825499,2,2016-05-01 01:15:01,2016-05-01 01:22:28,1,-73.93678283691406,40.71456909179688,-73.95526885986328,40.70751190185546,N,447,Metropolitan Avenue,Brooklyn,New York,Broadway,Brooklyn,New York,1.08,8.9
id1396597,2,2016-03-09 21:47:06,2016-03-09 21:59:49,3,-73.98434448242188,40.72899627685546,-73.95259857177734,40.76831817626953,N,763,1st Avenue,Manhattan,New York,York Avenue,Upper East Side,New York,3.18,21.8
id0743463,2,2016-06-28 07:26:16,2016-06-28 07:35:06,3,-73.97196197509764,40.74580001831056,-73.98396301269531,40.75226974487305,N,530,1st Avenue,Manhattan,New York,West 39th Street,Manhattan,New York,0.77,13.8
